"id","day","classroom","times","created_at","updated_at"
3061,"jueves","sj-511","Ju 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3062,"miercoles","sj-511","Mi 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3063,"martes","sj-511","Ma 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3064,"miercoles","sj-510","Mi 16:01:00 - 17:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3065,"lunes","sj-510","Lu 16:01:00 - 17:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3066,"viernes","sj-508","Vi 10:01:00 - 11:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3067,"martes","sj-508","Ma 10:01:00 - 11:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3068,"sabado","sj-508","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3069,"martes","sj-508","Ma 19:01:00 - 20:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3070,"jueves","sj-705","Ju 17:31:00 - 18:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3071,"martes","sj-705","Ma 17:31:00 - 18:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3072,"jueves","sj-705","Ju 14:31:00 - 15:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3073,"martes","sj-705","Ma 14:31:00 - 15:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3074,"miercoles","sj-608","Mi 21:11:00 - 22:30:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3075,"lunes","sj-608","Lu 21:11:00 - 22:30:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3076,"miercoles","sj-607","Mi 14:31:00 - 15:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3077,"lunes","sj-607","Lu 14:31:00 - 15:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3078,"viernes","sj-607","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3079,"jueves","sj-607","Ju 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3080,"miercoles","sj-607","Mi 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3081,"martes","sj-607","Ma 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3082,"jueves","sj-211","Ju 13:01:00 - 14:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3083,"lunes","sj-211","Lu 13:01:00 - 14:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3084,"jueves","sj-211","Ju 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3085,"lunes","sj-402a","Lu 17:31:00 - 18:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3086,"jueves","sj-402a","Ju 8:31:00 - 9:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3087,"jueves","sj-402a","Ju 10:01:00 - 11:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3088,"jueves","sj-402a","Ju 11:31:00 - 12:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3089,"lunes","sj-503","Lu 16:01:00 - 17:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3090,"lunes","sj-503","Lu 14:31:00 - 15:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3091,"jueves","sj-508","Ju 14:31:00 - 15:50:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3092,"jueves","sj-314","Ju 10:01:00 - 11:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3093,"martes","sj-314","Ma 10:01:00 - 11:20:00",2023-09-22 04:18:06,2023-09-22 04:18:06
3094,"miercoles","sj-314","Mi 17:31:00 - 18:50:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3095,"lunes","sj-314","Lu 17:31:00 - 18:50:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3096,"miercoles","sj-314","Mi 19:01:00 - 20:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3097,"lunes","sj-314","Lu 19:01:00 - 20:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3098,"miercoles","sj-805","Mi 14:31:00 - 15:50:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3099,"miercoles","sj-805","Mi 13:41:00 - 14:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3100,"miercoles","sj-703","Mi 20:31:00 - 22:30:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3101,"martes","sj-703","Ma 19:01:00 - 20:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3102,"martes","sj-702","Ma 20:31:00 - 22:30:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3103,"jueves","sj-701","Ju 21:11:00 - 22:30:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3104,"jueves","sj-701","Ju 20:31:00 - 21:10:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3105,"jueves","sj-701","Ju 19:01:00 - 20:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3106,"sabado","sj-503","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3107,"jueves","sj-302","Ju 17:31:00 - 18:10:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3108,"jueves","sj-302","Ju 16:01:00 - 17:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3109,"lunes","sj-204","Lu 20:31:00 - 21:50:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3110,"lunes","sj-202","Lu 19:01:00 - 20:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3111,"sabado","sj-06","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3112,"sabado","sj-06","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3113,"sabado","sj-06","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3114,"sabado","sj-06","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3115,"martes","sj-05b","Ma 14:31:00 - 15:50:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3116,"martes","sj-201","Ma 20:31:00 - 22:30:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3117,"jueves","sj-013","Ju 20:31:00 - 21:10:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3118,"jueves","sj-013","Ju 19:01:00 - 20:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3119,"miercoles","sj-013","Mi 19:01:00 - 20:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3120,"lunes","sj-013","Lu 20:31:00 - 22:30:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3121,"viernes","sj-013","Vi 21:11:00 - 22:30:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3122,"lunes","sj-013","Lu 19:01:00 - 20:20:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3123,"en-linea","","0:00:00 - 0:00:00",2023-09-22 04:18:07,2023-09-22 04:18:07
3124,"sabado","sj-314","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3125,"sabado","sj-705","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3126,"sabado","sj-100","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3127,"sabado","sj-100","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3128,"sabado","sj-101","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3129,"sabado","sj-101","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3130,"sabado","sj-503","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3131,"sabado","sj-l804","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3132,"sabado","sj-708","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3133,"sabado","sj-315","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3134,"sabado","sj-505","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3135,"sabado","sj-100","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3136,"sabado","sj-705","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3137,"sabado","sj-701","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3138,"sabado","sj-602","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3139,"sabado","sj-805","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3140,"sabado","sj-601","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3141,"sabado","sj-503","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3142,"sabado","sj-503","Sa 13:41:00 - 14:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3143,"sabado","sj-704","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3144,"sabado","sj-704","Sa 13:41:00 - 14:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3145,"sabado","sj-805","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3146,"sabado","sj-805","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3147,"sabado","sj-702","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3148,"sabado","sj-601","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3149,"sabado","sj-504","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3150,"sabado","sj-504","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3151,"sabado","sj-l8","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3152,"sabado","sj-l8","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3153,"sabado","sj-210","Sa 11:31:00 - 12:10:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3154,"sabado","sj-210","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3155,"sabado","sj-704","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3156,"sabado","sj-04a","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3157,"sabado","sj-505","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3158,"sabado","sj-702","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:10,2023-09-22 04:18:10
3159,"sabado","sj-702","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3160,"sabado","sj-tmm-04","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3161,"sabado","sj-608","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3162,"sabado","sj-705","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3163,"sabado","sj-309","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3164,"sabado","sj-309","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3165,"sabado","sj-309","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3166,"sabado","sj-312","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3167,"sabado","sj-312","Sa 15:11:00 - 15:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3168,"sabado","sj-312","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3169,"sabado","sj-312","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3170,"sabado","sj-312","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3171,"sabado","sj-312","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3172,"sabado","sj-312","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3173,"sabado","sj-501","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3174,"sabado","sj-311","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3175,"sabado","sj-310","Sa 17:31:00 - 18:10:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3176,"sabado","sj-310","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3177,"sabado","sj-tmm-09","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3178,"sabado","sj-tmm-09","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3179,"sabado","sj-603","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3180,"sabado","sj-603","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3181,"sabado","sj-lccna","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3182,"sabado","sj-706","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3183,"sabado","sj-706","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3184,"sabado","sj-609","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3185,"sabado","sj-806","Sa 11:31:00 - 12:10:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3186,"sabado","sj-806","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3187,"sabado","sj-604","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3188,"sabado","sj-506","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3189,"sabado","sj-05b2","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3190,"sabado","sj-05b2","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3191,"sabado","sj-05b2","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3192,"sabado","sj-05b2","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3193,"sabado","sj-706","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3194,"sabado","sj-08","Sa 17:31:00 - 18:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3195,"sabado","sj-08","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3196,"sabado","sj-08","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3197,"sabado","sj-08","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3198,"sabado","sj-101","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3199,"sabado","sj-03","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3200,"sabado","sj-03","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3201,"sabado","sj-03","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3202,"sabado","sj-03","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3203,"sabado","sj-03","Sa 17:31:00 - 18:10:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3204,"sabado","sj-03","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3205,"sabado","sj-806","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3206,"sabado","sj-806","Sa 13:41:00 - 14:20:00",2023-09-22 04:18:11,2023-09-22 04:18:11
3207,"sabado","sj-tmm-05","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3208,"sabado","sj-704","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3209,"sabado","sj-05b","Sa 17:31:00 - 18:10:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3210,"sabado","sj-05b","Sa 16:41:00 - 17:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3211,"sabado","sj-04a","Sa 16:01:00 - 16:40:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3212,"sabado","sj-04a","Sa 15:11:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3213,"sabado","sj-04a","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3214,"lunes","sj-l1","Lu 17:31:00 - 18:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3215,"lunes","sj-704","Lu 15:11:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3216,"lunes","sj-704","Lu 16:01:00 - 16:40:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3217,"lunes","sj-l6","Lu 8:31:00 - 9:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3218,"lunes","sj-l8","Lu 16:41:00 - 17:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3219,"lunes","sj-l8","Lu 17:31:00 - 18:10:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3220,"lunes","sj-304","Lu 20:31:00 - 21:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3221,"lunes","sj-703","Lu 13:01:00 - 14:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3222,"lunes","sj-602","Lu 17:31:00 - 18:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3223,"lunes","sj-709","Lu 17:31:00 - 18:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3224,"sabado","sj-04a","Sa 12:11:00 - 12:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3225,"sabado","sj-04a","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3226,"sabado","sj-302","Sa 16:01:00 - 16:40:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3227,"sabado","sj-302","Sa 15:11:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3228,"sabado","sj-04b","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3229,"sabado","sj-04b","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3230,"sabado","sj-04b","Sa 15:11:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3231,"sabado","sj-05a","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3232,"sabado","sj-05a","Sa 15:11:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3233,"sabado","sj-05a","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3234,"sabado","sj-305a","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3235,"sabado","sj-305a","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3236,"sabado","sj-010","Sa 11:31:00 - 12:10:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3237,"sabado","sj-010","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3238,"sabado","sj-010","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3239,"sabado","sj-010","Sa 12:11:00 - 12:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3240,"sabado","sj-tmm-07","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3241,"sabado","sj-tmm-07","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3242,"sabado","sj-tmm-04","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3243,"sabado","sj-tmm-04","Sa 13:41:00 - 14:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3244,"sabado","sj-013","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3245,"sabado","sj-013","Sa 12:11:00 - 12:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3246,"sabado","sj-203","Sa 16:01:00 - 16:40:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3247,"sabado","sj-203","Sa 15:11:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3248,"sabado","sj-305b","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3249,"sabado","sj-602","Sa 10:01:00 - 11:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3250,"sabado","sj-307","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3251,"sabado","sj-307","Sa 15:11:00 - 15:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3252,"sabado","sj-ltr","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3253,"sabado","sj-307","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3254,"sabado","sj-307","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3255,"sabado","sj-307","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3256,"sabado","sj-307","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:12,2023-09-22 04:18:12
3257,"sabado","sj-601","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3258,"sabado","sj-603","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3259,"sabado","sj-308","Sa 16:01:00 - 16:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3260,"sabado","sj-308","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3261,"sabado","sj-303","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3262,"sabado","sj-303","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3263,"sabado","sj-211","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3264,"sabado","sj-306","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3265,"sabado","sj-306","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3266,"sabado","sj-310","Sa 14:31:00 - 15:10:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3267,"sabado","sj-310","Sa 13:01:00 - 14:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3268,"sabado","sj-310","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3269,"sabado","sj-310","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3270,"sabado","sj-310","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3271,"sabado","sj-311","Sa 17:31:00 - 18:10:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3272,"sabado","sj-311","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3273,"sabado","sj-306","Sa 13:41:00 - 14:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3274,"sabado","sj-305b","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3275,"sabado","sj-305b","Sa 17:31:00 - 18:10:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3276,"sabado","sj-305b","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3277,"sabado","sj-l9","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3278,"sabado","sj-l4","Sa 11:31:00 - 12:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3279,"sabado","sj-l4","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3280,"sabado","sj-l804","Sa 16:01:00 - 16:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3281,"sabado","sj-l804","Sa 15:11:00 - 15:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3282,"sabado","sj-l9","Sa 12:11:00 - 12:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3283,"sabado","sj-l804","Sa 8:31:00 - 9:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3284,"sabado","sj-l6","Sa 14:31:00 - 15:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3285,"sabado","sj-l6","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3286,"sabado","sj-l6","Sa 12:11:00 - 12:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3287,"sabado","sj-l10","Sa 13:01:00 - 13:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3288,"sabado","sj-l9","Sa 17:31:00 - 18:10:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3289,"sabado","sj-l9","Sa 16:01:00 - 17:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3290,"sabado","sj-l4","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3291,"sabado","sj-l4","Sa 13:41:00 - 14:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3292,"sabado","sj-l9","Sa 11:31:00 - 12:10:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3293,"sabado","sj-l9","Sa 10:41:00 - 11:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3294,"sabado","sj-lccna","Sa 10:01:00 - 10:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3295,"viernes","sj-210","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3296,"viernes","sj-210","Vi 16:41:00 - 17:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3297,"viernes","sj-210","Vi 16:01:00 - 16:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3298,"viernes","sj-210","Vi 14:31:00 - 15:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3299,"viernes","sj-100","Vi 13:01:00 - 13:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3300,"viernes","sj-100","Vi 11:31:00 - 12:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3301,"viernes","","Vi 17:31:00 - 18:50:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3302,"viernes","","Vi 16:01:00 - 17:20:00",2023-09-22 04:18:13,2023-09-22 04:18:13
3303,"viernes","sj-l5","Vi 13:01:00 - 13:40:00",2023-09-22 04:18:13,2023-09-22 04:18:13
